NAME,POS,TEAM,DEPTH,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17,Total,Avg,TM SNAP %,TD
"Daniel Ekuale","DT","JAX","","","","","","","","","",16,13,7,23,46,48,44,44,43,290,32,25.89,
"Dan McCullers","NT","CHI",2,"","","","","","","","",20,38,"",27,"","","","","",85,28,7.94,
"Daniel Ross","DE","OAK","","","",21,"","","","","",18,"","","",9,"","",21,13,48,9,4.41,
"Daniel Thomas","SS","JAX",3,"","",1,"",28,"",4,"",22,65,30,"","","","","","",161,16,14.38,
"Danny Johnson","CB","WAS","","","","","","","","","","","","","","","","","","",0,0,0,
"Daren Bates","LB","TEN",2,"","","","","","","","","","",1,"","","",1,"","",2,0,0.18,
"Darius Harris","LB","KC",3,"","","","","","","","","","","","","","","",54,"",849,65,65.3,
"Darron Lee","LB","BUF","","","","","","","","","","","","","","","","","","",0,0,0,
"Datone Jones","DE","OAK","","","","","",20,"","","","","","","","","","","","",27,27,2.48,
"David Irving","DT","OAK","","","","","","","","","","",22,13,"","","","","","",40,20,3.67,
"David Long Jr.","CB","TEN",2,"",6,7,2,15,"","",37,"",7,3,22,6,8,1,1,1,378,27,33.84,
"David Mayo","LB","NYG",2,"","","","","",11,9,35,6,25,"",7,6,15,25,44,10,193,17,17.74,
"Davion Taylor","LB","PHI",2,"","","","","",11,"","","",3,13,"","","","","","",11,0,1.93,
"Davontae Harris","CB","DEN","","","","","","","","","",54,"","",17,12,34,"","","",54,4,4.96,
"DeAndre Houston-Carson","S","CHI",2,"","","","",14,8,5,6,4,3,"",3,13,1,13,14,6,90,5,8.41,
"Deante Burton","CB","DAL","","","","","","","","","","","","",7,"",14,"","","",21,5,1.9,
"Dee Virgin","CB","DET","","","","","","","","","","","","","","","","","","",1,0,0.09,
"Deionte Thompson","SS","ARI",2,"",2,36,59,68,84,72,"",2,"","","",1,4,"","","",332,25,29.96,
"De'Jon Harris","LB","IND",3,"","","","","","","","","","","","","","","","","",0,0,0,
"Delrick Abrams","CB","ATL",3,"","",1,"","","","","","","","","","","","","","",7,7,0.65,
"Demetrius Flannigan-Fowles","OLB","SF",1,"","",7,"","","",11,"","","","","","",10,"","",33,61,5,5.89,
"Demone Harris","DE","KC","","","","","","","",38,"","","","","","","","","","",602,66,66.9,
"Dennis Gardeck","ILB","ARI",2,"","","","",10,16,10,"",4,8,8,2,3,8,24,"","",94,6,8.48,
"Deon Lacey","LB","BUF","","","","","","","","","","","","","","","","","","",0,0,0,
"Derek Barnett","DE","PHI",1,"",33,38,43,49,40,38,41,"",46,28,40,38,38,52,"","",282,21,49.39,
"Derick Roberson","LB","TEN",2,"","","","","",5,"","",50,11,38,28,26,37,37,"","",246,30,22.02,
"Derrek Tuszka","DE","DEN","","","","",5,"",4,"","","","","","","",1,4,3,10,27,3,2.48,
"Derrick Moncrief","LB","LAR","","","","","","","","","","","","","","","","","","",0,0,0,
"DeShawn Williams","DT","DEN",2,"","",27,30,"",36,29,31,33,"",26,35,25,21,35,30,39,436,31,40.07,
"De'Vante Bausby","CB","DEN","","","","",39,"",42,"","",16,"",6,"","",67,71,42,"",261,23,23.99,
"Devante Bond","LB","CHI","","","","","","","","","","","","","","","","","","",0,0,0,
"Devaroe Lawrence","DT","WAS",3,"","","","","","",3,"","","","","","","","","","",3,3,0.29,
"Dion Jordan","DE","SF","","","",22,26,35,26,33,25,29,25,"",39,35,49,12,"",17,373,28,36,
"D.J. Reed","FS","SEA",1,"","","","","","","",36,58,70,67,"",56,52,80,75,66,94,9,15.33,
"D.J. Wonnum","DE","MIN",3,"",25,25,18,27,33,"",37,38,28,20,31,"",24,43,63,51,471,33,43.85,
"Domata Peko Sr.","NT","ARI",2,"","","","","","","","","","","","",39,14,35,"",27,177,29,15.97,
"Donovan Wilson","SS","DAL",1,"","","",70,44,54,44,58,54,"",47,69,"","",83,73,58,673,48,60.9,
"Dontae Johnson","CB","SF","","",8,43,59,"","",11,"",4,4,"",1,63,46,"","",32,273,19,26.35,
"Doug Costin","DT","JAX","","","","",30,22,23,35,"",29,"",28,43,51,49,52,49,33,455,37,40.63,
"Doug Middleton","FS","JAX",3,"","","","","","","","","","","",5,"","","","","",5,0,0.45,
"Del'Shawn Phillips","OLB","BUF","","","","","","","","","","","","","","","","","","",0,0,0,
"Duke Dawson Jr.","CB","DEN","","",4,1,8,"",10,4,8,2,5,"","",20,7,"","","",69,5,6.34,
"Duke Shelley","CB","CHI",2,"","","","",1,"","","","",2,"",3,"",53,66,44,39,208,18,19.44,
"Dylan Cole","OLB","HOU",2,"","",3,"","","","","","","","","","","","","","",3,0,0.27,
"Dylan Mabin","CB","MIN","","","","","","","","","","","","","","","","","",19,0,0,0,
"Edmond Robinson","LB","ATL",3,"","",16,"","",8,3,4,"","",5,"","",2,2,"","",45,3,4.16,
"E.J. Gaines","CB","BUF","","","","","","","","","","","","","","","","","","",157,78,78.5,
"Eddie Goldman","NT","CHI",1,"","","","","","","","","","","","","","","","","",84,84,84,
"E.J. Speed","OLB","IND",2,"","","","","","","","","","","",1,"","","","","",1,0,0.1,
"Eli Ankou","DT","IND","","","","","","","","","",11,"",20,30,27,"",31,15,45,186,26,16.83,
"Eli Apple","CB","CAR",2,"","","","","","",28,"","","","","","","","","","",28,14,2.64,
"Elijah Benton","S","CLE","","","","","","","","","","","","","","","","","","",0,0,0,
"Elijah Campbell","SS","NYJ","","","","","","","","","","","","","","","","",2,"",2,2,0.18,
"Elijah Lee","OLB","DET","","","","","","","","","","","","",1,"","","",3,"",0,0,0,
"Elijah Riley","CB","PHI","","","","","","",2,"","","","","","","","","","","",2,2,0.35,
"Emeke Egbule","OLB","LAC","","","",1,"",25,"","",4,"","","",2,2,"","","",1,35,2,3.38,
"Emmanuel Smith","LB","KC","","","","","","","","","","","","","","","","","","",55,55,55,
"Ezekiel Turner","ILB","ARI",3,"","","","","","","","","","","","","","",3,"",2,6,0,0.54,
"Francis Bernard","LB","DAL","","","","","",7,"","","","","",13,"","","","",24,"",7,0,0.63,
"Frank Herron","DT","DET","","","","","","","","","","",21,19,"",13,"",34,"","",94,23,8.37,
"Freedom Akinmoladun","DE","CIN",3,"",16,"",8,"","","","","","","","","","","","","",24,12,2.27,
"Geno Atkins","DT","CIN",1,"","","","",19,18,12,19,"","",7,18,13,7,"","","",119,14,11.24,
"George Iloka","FS","MIN",2,"","","",43,1,1,"","","","","","","","","","","",45,11,4.19,
"George Odum","FS","IND",2,"","",7,"","","","","",4,5,"","","",9,"","","",25,1,2.42,
"Grayland Arnold","CB","PHI","","","","","","","","","","","","","","","","",55,"",0,0,0,
"Greg Mabin","CB","TEN","","","","","","","","","","","","","",22,46,66,71,43,248,49,22.14,
"Greg Stroman","CB","WAS","","",1,"","","","","","","","","","","","","","","",1,1,0.1,
"Hardy Nickerson","ILB","MIN","","","",36,9,"","","","","","","","","","","",52,"",102,7,9.5,
"Harrison Hand","CB","MIN",3,"","","","","",37,"",29,"","","",3,21,"","",16,57,163,11,15.18,
"Henry Black","S","GB",2,"","","","","","",6,5,13,"","","","","","",5,"",27,3,2.63,
"Henry Mondeaux","DT","PIT","","","","","","","",6,19,15,11,5,6,5,3,1,"",13,88,8,8.59,
"Herb Miller","CB","TB","","","","","","","","","","","","",2,"","","",15,"",17,4,1.6,
"Ibraheim Campbell","SS","IND",3,"","","","","","","","","","","","","","","","","",0,0,0,
"Isaiah Rodgers","CB","IND",2,"",18,11,7,"","","","","",4,"","","",11,"","","",51,3,4.94,
"Jabaal Sheard","DE","JAX","","","","","","",15,"",34,24,19,"",24,41,32,29,30,27,260,26,23.9,
"Jabari Zuniga","DE","NYJ","","","","","","","","",9,"","",17,15,8,16,6,13,"",103,12,9.05,
"Jace Whittaker","CB","ARI","","","","","","","","","",48,"","","","","","","","",48,12,4.33,
"Jack Cichy","ILB","TB",2,"","","","","","","","","","","","","","","","","",0,0,0,
"Jahleel Addae","SS","LAC",2,"","","","","","",12,27,6,8,14,8,10,35,18,72,"",210,19,20.27,
"Jalen Davis","CB","CIN",3,"","","","","","","","","","","","",1,"","","",20,72,12,6.8,
"Jalen Reeves-Maybin","OLB","DET",2,"","","",1,"","",6,2,2,"",1,"","","","",15,10,38,2,3.38,
"Jamal Carter","SS","ATL","","","","",31,"","","","","","","","","","","","","",31,31,2.87,
"Jamar Taylor","CB","SF",3,"","","",10,33,45,30,"",31,29,"",23,"","","","","",191,23,18.44,
"James Burgess Jr.","LB","GB",3,"","","","","","","","","","","","","","","","","",0,0,0,
"James Lynch","DT","MIN",3,"","","","",8,13,"",11,"","",2,7,"",7,4,"",3,59,6,5.49,
"Jameson Houston","CB","PHI",1,"","","","","","","","","","","","","","","","","",0,0,"",
"James Pierre","CB","PIT",3,"","","","","","","","","","",2,"","","","","","",27,1,2.63,
"Jaquan Johnson","SS","BUF",2,"","",2,"","","","","","","","","","","","",6,41,49,3,4.58,
"Jared Mayden","SS","SF","","","","","","","","","","","","","","","","","","",0,0,0,
"Jared Norris","LB","WAS","","","","","","","","","","","","","","","",5,3,"",7,0,0.67,
"Jason Cabinda","MLB","DET",5,"","","","","","","","","","","","","","","","","",0,0,0,
"Jason Strowbridge","DE","MIA","","","","","","","","","",12,12,16,4,2,1,"","",8,55,6,5.32,
"Jason Verrett","DB","SF",1,"","",45,61,65,60,40,68,62,58,"",62,72,63,"","",64,802,61,77.41,
"Javelin Guidry","CB","NYJ",1,"","","","",1,"","","","","",4,7,36,63,59,"",5,171,15,15.03,
"Javin White","S","OAK","","",1,"","","","","","","","","","","","","",14,"",12,3,1.1,
"Javon Hargrave","DT","PHI",1,"",25,32,42,49,42,42,48,"",35,36,37,29,42,39,51,38,280,18,49.04,
"Jaylen Watkins","CB","LAC",3,"","","","","","","","","","",7,"","","",74,"",12,99,33,9.56,
"Jaylinn Hawkins","SS","ATL",2,"",4,24,26,"","","","","","","","","","","","","",74,6,6.85,
"Jayrone Elliott","LB","PIT","","","","","","","","","","","","","",1,"","",3,32,36,4,3.51,
"Jayron Kearse","SS","DET",2,"","","",10,"",38,31,27,56,80,36,48,48,49,67,"","",503,45,44.79,
"Jayson Stanley","CB","SEA","","","","","","","","","","","","","","",7,"","","",0,0,0,
"Jeff Okudah","CB","DET",1,"",73,59,38,"",62,69,75,26,"",17,"","","","","","",460,51,40.96,
"Jeremiah Ledbetter","DE","TB","","","","","","",24,"","","","","","","","",18,12,"",54,18,5.08,
"Jeremy Reaves","FS","WAS","","","","","","","","","","","","",29,10,33,57,66,68,262,29,25.1,
"Jermaine Carter","ILB","CAR",1,"","","",6,1,3,6,4,30,"",23,"","","","",25,"",284,17,26.82,
"Jessie Lemonier","LB","LAC","","","","",3,4,"","","","","","","","","","",23,14,44,7,4.25,
"Josh Harvey-Clemons","ILB","WAS","","","","","","","","","","","","","","","","","","",74,74,74,
"Jordan Lucas","SS","CHI","","","","","","","","","","","","","","","","","","",84,84,84,
"Joe Bachie","LB","PHI","","","","","","","","","","","","","","","","",24,"",18,4,2,
"Joe Gaziano","DE","LAC","","","","","","","","","","","","","","","","",18,"",28,14,2.7,
"Joe Giles-Harris","LB","JAX","","","","","","","","","",1,"","",16,63,44,26,32,22,204,22,18.21,
"Joe Jackson","DE","CLE",3,"",31,19,21,"","","","","","","","","","","","","",71,23,6.59,
"Joel Iyiegbuniwe","ILB","CHI",3,"",2,2,"","",1,"","","","","","","",5,2,10,"",22,1,2.06,
"Joe Ostman","LB","PHI","","","","","","","","","","","",5,"","","","",9,11,29,9,3,
"Joe Walker","LB","SF",3,"","",7,"","","",3,"",4,"","","","","","","","",14,1,1.35,
"John Brannon","DB","LAC","","","","","","","","","","","","","","","","","","",5,5,0.48,
"John Franklin-Myers","DE","NYJ",1,"","",21,31,27,30,37,31,"","",40,20,54,30,31,49,31,500,33,43.94,
"Jonathan Bullard","DE","SEA",1,"","","","",23,"",18,21,24,13,"","","",18,"","","",86,14,14.03,
"Johnathan Cyprien","SS","SF","","","","","","","","","","","","","","","","","","",0,0,0,
"Jonathan Greenard","DE","HOU",2,"","","",5,2,"",4,"",57,23,13,16,12,16,15,47,50,265,20,23.94,
"Jonathan Owens","S","HOU","","","","","","","","","","","","","","",10,"","","",10,10,0.9,
"Jordan Brailford","LB","MIN","","","","","","","","","","","","","",11,10,1,"",8,34,6,3.17,
"Jordan Dangerfield","FS","PIT",2,"","","","","","",1,"","",5,2,3,3,3,"","",1,20,1,1.95,
"Jordan Evans","OLB","CIN",2,"","",1,12,"","","","","",3,"",4,7,5,11,"",18,62,4,5.85,
"Jordan Glasgow","LB","IND",3,"","","","","","","","","","","","","","","","","",0,0,0,
"Jordan Kunaszyk","LB","WAS","","","","","","","","","","","","","","","","","","",0,0,0,
"Jordan Miller","CB","ATL","","","","","","","","","","","","","","","","","","",0,0,0,
"Jordan Richards","SS","BAL","","","","","","","","","","","","",1,"",1,"",5,6,14,0,1.31,
"Josh Mauro","DE","JAX","","","","","","","","","",25,37,30,"","","","","","",92,30,8.3,
"Josh Metellus","SS","MIN",2,"",3,"","","","","",9,"",1,"","",2,1,"","","",16,1,1.49,
"Josh Norman","CB","BUF",2,"","","",67,"",73,"","","","","",1,"",32,36,22,48,344,38,32.12,
"Josh Thomas","SS","BUF","","","","","","","","","","","","","","","","","","",0,0,0,
"Josh Uche","LB","NE",2,"","","","","","","",12,"",21,16,16,36,16,20,31,"",75,8,11.18,
"Josh Watson","LB","DEN",2,"","","","","","","","","",3,15,"","","","","","",3,0,0.28,
"Josh Woods","ILB","CHI","","","","","","","","","","","","","","",7,1,10,28,46,3,4.3,
"Josiah Scott","CB","JAX","","","","","","","",2,"","","",2,24,28,5,"","",17,80,13,7.14,
"Jourdan Lewis","CB","DAL",1,"",58,75,22,54,56,48,62,66,"",20,62,41,68,65,73,39,817,54,73.94,
"Jovante Moffatt","SS","CLE","","","","","","","",1,"","","","","","","","","","",1,0,0.09,
"J.T. Gray","SS","NO",3,"","","","","","","","","","","",7,"","","","",13,960,64,64,
"J.T. Hassell","SS","NYJ",2,"","","","","","","","","","","","","","","","","",0,0,0,
"JuJu Hughes","SS","LAR",3,"","","","","","","","","","","","","","","","","",6,0,0.59,
"Julian Blackmon","FS","IND",1,"",34,41,62,64,73,"",61,64,60,44,72,64,59,69,68,65,916,61,88.76,
"Julian Stanford","ILB","CAR",2,"","","","","",1,1,"","",6,2,"","","","",5,"",16,1,1.51,
"Justin Bethel","CB","NE",3,"","","","","","","","","","","","","","","","","",0,0,0,
"Justin Hamilton","DT","DAL","","","","","","",19,36,15,10,"",12,24,14,22,44,35,"",236,23,21.36,
"Justin Hardee","CB","NO",3,"","","","","","","","","","","","","","","","",1,689,68,68.9,
"Justin Layne","CB","PIT",2,"","","","","",3,12,11,13,5,13,"",28,11,"","",16,117,7,11.41,
"Justin Madubuike","DT","BAL",2,"","","","",30,25,"",18,24,33,24,"","",31,30,23,12,260,26,24.41,
"Justin March-Lillard","ILB","DAL",3,"","","","","","","","","","","","","","","","","",0,0,0,
"Ka'Dar Hollman","CB","GB","","",5,"",12,"",5,"","",26,51,"",2,4,"","",16,"",108,7,10.52,
"Kai Nacua","FS","SF",3,"","","","","","","","","","","","","","",1,"","",3,0,0.29,
"Kamal Martin","LB","GB",3,"","","","","","","",42,"",13,16,9,16,12,22,13,11,190,19,18.5,
"Kameron Cline","DE","IND","","","","","","","","","","","","","","","","","","",12,12,1.16,
"Kareem Martin","DE","DET","","","","","","","","","","","","","","","","","","",11,11,0.98,
"Kareem Orr","SS","TEN","","","","","","","","",20,"","","","","","","","","",46,9,4.12,
"Kavon Frazier","SS","MIA",3,"","",6,"",9,1,"","","",7,1,"","",24,"",31,"",48,3,4.65,
"Keion Crossen","CB","HOU","","","","","","","",1,"",18,"",16,22,6,60,54,76,70,307,19,27.73,
"Kemoko Turay","LB","IND",2,"","","","","","","","","","",5,4,9,16,33,8,15,95,13,9.21,
"Ken Crawley","CB","NO",1,"","","",6,"","","","","","",1,"",3,"","","",1,748,62,62.3,
"Kendall Fuller","CB","WAS",1,"","",63,57,68,48,53,"",77,59,49,59,70,81,57,65,68,892,63,85.44,
"Kendall Sheffield","CB","ATL","","","","",63,59,51,60,20,30,"",15,32,4,"",64,66,55,526,40,48.66,
"Kenny Robinson","FS","CAR","","","","","","","","","","",3,"","","","","","",3,6,0,0.57,
"Kentavius Street","DE","SF",2,"",25,17,11,27,12,22,19,24,24,"",32,36,24,13,"",43,381,25,36.78,
"Ken Webster","CB","SF",3,"","",7,4,"","","","","","","","","","","","","",11,1,1.06,
"Kevin Johnson","CB","CLE",2,"","",37,"",41,42,61,40,"",39,34,59,71,59,32,47,"",575,44,53.39,
"Kevin Minter","ILB","TB",2,"",1,"",2,1,"",1,"",2,1,1,1,"",3,1,6,72,92,5,8.65,
"Kevin Peterson","CB","ARI","","","","","",1,16,9,"",15,"","","","",5,"","",1,66,5,5.96,
"Kevin Strong","DT","DET",2,"",13,"","","","","","","","","","","","","","","",209,34,18.61,
"Kevin Toliver II","CB","DEN","","","","","","","","","",17,"","","","","","","","",17,8,1.56,
"Kevon Seymour","CB","PHI",3,"","","","","","","","","","","","","","",47,"","",82,41,7,
"Khaleke Hudson","LB","WAS",2,"","","","","","","","","","","","",1,"",28,18,5,51,3,4.89,
"Khalil Davis","DT","TB",3,"","","","","","","","","","","",23,"","","","",14,37,18,3.48,
"Khalil Dorsey","CB","BAL","","","","",4,"","","","","","","","","","","","","",5,0,0.47,
"Kindle Vildor","CB","CHI",1,"","","","",1,"","","","","","","","",14,30,55,35,135,8,12.62,
"Kris Boyd","CB","MIN",3,"",3,38,"","","","",57,74,50,36,38,35,"","","","",343,34,31.94,
"Kristian Welch","LB","BAL",2,"","","","","","","","","","","","","","","","","",8,0,0.75,
"Kyle Emanuel","LB","OAK",3,"","","","","","","","","","","","","","","","","",0,0,0,
"Lamar Jackson","CB","NYJ","","","","",59,75,18,"","","","",81,71,78,5,"","",65,453,34,39.81,
"LaRoy Reynolds","OLB","ATL",3,"",11,7,"",1,1,1,"","","",1,16,"","",2,"","",40,2,3.7,
"Larrell Murchison","DT","TEN",2,"",15,15,"","",8,11,8,13,3,"","","",21,"","",15,137,13,12.26,
"LeShaun Sims","CB","CIN",2,"","",19,59,50,34,52,51,"","",45,79,68,23,"",34,74,606,46,57.22,
"Linden Stephens","CB","SEA","","","","",2,"","",5,"",15,"","","","",10,3,"","",22,1,3.59,
"Luke Gifford","ILB","DAL",2,"","","","",1,"","","","","",13,"","","","",24,"",1,0,0.09,
"Luke Rhodes","ILB","IND","","","","","","","","","","","","","","","","","","",0,0,0,
"Luq Barcoo","CB","JAX",2,"","","","","","","","","","",13,"","","","","","",152,50,13.57,
"Mack Wilson","OLB","CLE",1,"","",6,27,19,31,31,52,"",31,23,33,29,17,"",32,32,372,28,34.54,
"Madre Harper","CB","OAK","","","","",2,"",7,24,4,"","","","","","","","","",37,4,3.4,
"Malik Jefferson","LB","LAC","","","","","","","","","","","","","","",1,1,1,"",3,0,0.29,
"Marcell Harris","SS","SF",2,"",13,7,"",2,28,52,68,33,30,"",6,10,"",26,"","",348,21,33.59,
"Marcus Allen","FS","PIT",3,"","","","","","","",11,4,20,3,3,16,56,56,"",34,206,14,20.1,
"Marcus Davenport","DE","NO",1,"","","","",21,"",23,45,28,44,22,21,"",27,56,43,36,1024,64,64,
"Marcus Gilchrist","SS","BAL","","","","","",20,22,"","","","","","","","","","","",42,21,3.94,
"Mario Edwards Jr.","DE","CHI","","",8,14,22,14,16,18,12,13,"","","","","","","","",255,17,23.83,
"Mark Fields II","CB","MIN","","","","","","","","",21,"","","","","","","","","",20,5,1.86,
"Mark Nzeocha","OLB","SF",2,"",3,"","","","","","","","","","","","","","","",3,0,0.29,
"Markus Bailey","LB","CIN",3,"","","",4,"","","","","","","","",4,8,9,7,12,44,4,4.15,
"Marlon Davidson","DE","ATL",2,"","",32,15,12,"","","","","",3,25,18,9,"","",15,132,16,12.21,
"Marqui Christian","SS","NYJ",3,"","","","","","","","","","","","","","","","","",0,0,0,
"Matthew Adams","OLB","IND",2,"","","","","","","","","","","","","","","","","",0,0,0,
"Matthias Farley","FS","NYJ",2,"","",3,"","","","","","","",14,"",34,51,"",65,46,200,12,17.57,
"McTelvin Agim","DT","DEN",2,"","",9,17,"","","","",19,"",9,16,"",15,19,7,9,141,14,12.96,
"Michael Dogbe","DT","ARI",3,"","","","","","","","",5,"",24,12,"","","","","",41,13,3.7,
"Michael Jacquet","CB","PHI","","","","","","","","",30,"","","","","","","","","",30,4,5.25,
"Michael Thomas","SS","HOU",2,"","",5,"",31,18,15,"",16,14,"","","","","","","",99,11,8.94,
"Mike Edwards","FS","TB",2,"","",42,"","",10,13,20,7,15,22,9,"",23,15,5,7,188,11,17.69,
"Mike Ford","CB","DET",3,"","","","","","","","","",4,6,"",10,24,15,4,1,58,6,5.16,
"Mike Love","DE","BUF","","","","","","","","","","","","","","","","","",35,35,35,3.27,
"Mike Pennel","DT","KC","","","",18,46,25,14,24,19,13,"",15,9,25,26,16,25,39,905,64,64.6,
"Miles Killebrew","FS","DET",2,"","","","","","","","","","",15,"","","","","","",1,0,0.09,
"M.J. Stewart Jr.","CB","CLE",3,"",7,22,30,1,2,1,"","","","",30,39,33,1,"",63,229,14,21.26,
"Montravius Adams","NT","GB",2,"",12,11,10,"",28,23,6,26,14,"","","","","","","",130,16,12.66,
"Montrel Meander","S","CLE","","","","","","","","","","","","","","","","","","",0,0,0,
"Marvell Tell III","CB","IND","","","","","","","","","","","","","","","","","","",59,59,59,
"Mychal Kendricks","LB","WAS","","","","","","","","","","","","","","","","",9,"",8,8,0.77,
"Myles Bryant","FS","NE","","","","","","","","",3,"","","","","","","","","",33,3,4.92,
"Myles Hartsfield","CB","CAR",2,"","","","","","","",22,6,"",1,"","","","",52,"",140,8,13.22,
"Nate Ebner","SS","NYG",3,"",5,13,"",2,2,12,"","","","","","","","","",3,39,2,3.58,
"Nate Hall","LB","HOU","","","","","",1,"","","","",3,13,11,"","","","","",15,1,1.36,
"Nate Holley","SS","MIA","","","","","","","","","","","","","","","","","","",0,0,0,
"Nate Orchard","LB","WAS",3,"","","",26,7,"","","","","","","","","","","","",33,11,3.16,
"Natrez Patrick","LB","LAR","","","","","","","","","","","","","","","","","","",0,0,0,
"Neiko Thorpe","CB","SEA",2,"",4,"","","","","","","","","","","","","","","",4,1,0.65,
"Nevin Lawson","CB","OAK","","",13,36,57,47,"",72,49,79,40,50,49,42,61,"",24,79,736,52,67.58,
"Nick Scott","FS","LAR",2,"","","","","","",15,7,"",29,21,36,34,10,"",23,18,193,12,18.85,
"Nick Thurman","DE","NE",3,"",5,4,"","",20,23,17,"","","","","","","",28,"",92,13,13.71,
"Nigel Bradham","LB","DEN","","","","","","","","","","","","","","","","","","",0,0,0,
"Nik Needham","CB","MIA",2,"",54,"",44,33,61,"",66,38,49,30,44,41,46,32,37,42,617,38,59.73,
"Niko Lalos","DE","NYG","","","","","","","","","","","","","","","","","","",72,12,6.62,
"Nate Meadors","CB","MIN","","","","","","","","","","","","","","","","","","",0,0,0,
"Noah Dawkins","LB","NYJ",2,"","","","","","","","","","","","","","","","","",0,0,0,
"Omari Cobb","LB","KC","","","","","","","","","","","","","","","","","","",68,68,68,
"Otaro Alaka","OLB","BAL",2,"","","","","","","","","","","","","","","","","",0,0,0,
"Parnell Motley","CB","TB","","","","","","","","","","","","","","","","",20,"",0,0,0,
"Patrick Onwuasor","LB","NYJ","","","","","","","","","","","",4,"","","","","","",0,0,0,
"Peter Kalambayi","ILB","HOU",3,"","","","","","","","",3,"",15,4,1,"","",1,1,10,1,0.9,
"Phillip Gaines","CB","HOU",2,"",13,14,18,24,1,59,"",68,"",2,"",62,"","","","",262,21,23.67,
"Pita Taumoepenu","LB","ATL","","","","","","","","","",19,"","","","","","","","",19,19,1.76,
"P.J. Locke","SS","DEN",2,"","",2,"","","","","","","",15,2,"","","",30,2,6,0,0.55,
"P.J. Williams","CB","NO",2,"",29,8,54,20,"",6,26,35,27,25,7,63,13,52,63,62,1024,64,64,
"Quinton Bell","OLB","TB","","","","","","","","","","","","","","","","","","",0,0,0,
"Quenton Meeks","CB","LAC","","","","","","","","","","","","","","","","","","",0,0,0,
"Quincy Williams","LB","JAX",2,"","","","","",13,76,"","","","","","","","","","",89,12,7.95,
"Quincy Wilson","CB","NYJ","","",25,"","","","","","","","","","","","","","","",25,8,2.2,
"Randy Gregory","DE","DAL",1,"","","","","","",6,31,40,"",12,29,13,44,36,35,20,270,27,24.43,
"Randy Ramsey","OLB","GB","","","","",8,"",10,"","",16,"",2,9,4,9,4,6,6,75,6,7.3,
"Rashaan Gaulden","CB","OAK","","","","","","","","","","","","","","","","","","",0,0,0,
"Rashad Smith","LB","DAL","","","","","","","","","","","","","","","","","","",23,11,2,
"Rashard Robinson","CB","DAL",3,"","","","","","","","","","",13,"","","","","","",186,46,16.83,
"Raven Greene","FS","GB","","",21,6,50,"",24,34,"",27,39,31,51,32,"","","","",324,32,31.55,
"Ray-Ray Armstrong","FS","SEA","","","","","","","","","","","","","","","","","","",0,0,0,
"Reggie Robinson II","CB","DAL","","","","","","","","","","","","","","","","","","",0,0,0,
"Reggie Walker","DE","ARI",3,"","","","","",17,"","","","","","","","","","","",17,17,1.53,
"Rolan Milligan","SS","IND","","","","","","","","","","","","","","","","","","",59,59,59,
"Robert Jackson","CB","CLE","","","","","","","","","","","","",6,"","","","",67,73,7,6.78,
"Robert Quinn","OLB","CHI",1,"",25,32,32,41,30,31,38,41,38,"",47,54,39,37,30,33,548,36,51.21,
"Robert Windsor","DT","IND","","","","","","","","","","","",1,7,"","","","","",9,4,0.87,
"Ron'Dell Carter","DE","IND","","","","","","","","","","","","","","","","",17,"",26,8,2.35,
"Ross Cockrell","CB","TB",2,"","","","","","","","","",1,24,63,"",38,16,45,50,237,19,22.3,
"Rudy Ford","SS","PHI",1,"","","","","","","","","","","","","","","",5,41,0,0,0,
"Ryan Connelly","ILB","MIN",3,"",1,"","","","","","","","","","","","","","","",1,0,0.09,
"Ryan Lewis","CB","NYG","","","",18,42,64,73,74,"","","","","","","","","","",271,54,24.91,
"Ryan Neal","S","SEA",2,"","",29,71,87,"",78,70,3,5,"",4,2,"",10,16,18,338,26,55.14,
"Ryan Smith","CB","TB","","","","","","","","","","","","","","","","","","",0,0,0,
"Saivion Smith","CB","DAL","","","","","","","","",1,12,"","","","",61,"","","",75,12,6.79,
"Sam Eguavoen","OLB","MIA",1,"","",2,"",8,49,"",7,2,1,12,"","",6,"",35,9,84,5,8.13,
"Saquan Hampton","FS","NYJ","","","","","","","","","","","","","","","","","","",0,0,0,
"Sean Chandler","FS","NYG",3,"",3,"","","","","","","","","","","","","","","",3,1,0.28,
"Sean Davis","FS","PIT","","","","","","","","",2,1,5,3,2,"","","","",43,57,3,5.56,
"Sean Lee","LB","DAL",2,"","","","","","","",4,13,"",10,18,17,7,27,30,50,180,20,16.29,
"Shaquem Griffin","LB","SEA","","","",17,21,16,"",40,"","","",4,4,"",8,2,"",1,172,12,28.06,
"Shaquille Quarterman","LB","JAX",2,"","","","","","","","","","","","","","","","","",0,0,0,
"Sharif Finch","DE","NYJ",3,"","","","","","","","","","","","","","","","","",0,0,0,
"Sharrod Neasman","CB","ATL",2,"","",1,42,"",1,6,1,1,"",2,"","","","","","",289,18,26.73,
"Shawn Williams","SS","CIN",3,"","","",17,13,10,7,9,"",6,"",3,7,"",3,5,5,86,6,8.12,
"Sheldon Day","DT","IND","","","","","","",15,"",15,14,18,"","","","","","","",62,15,6.01,
