Player,Team,Cap Number,Cash Spent,Year,Pos
Jeff Heath,Raiders,"$3,600,000","$2,850,000",2020,S
Jamal Adams,Seahawks,"$3,590,292","$3,590,292",2020,S
Chuck Clark,Ravens,"$3,418,705","$7,500,000",2020,S
Derwin James,Chargers,"$3,378,805","$1,606,268",2020,S
Malcolm Jenkins,Saints,"$3,300,000","$10,550,000",2020,S
Erik Harris,Raiders,"$3,250,000","$2,500,000",2020,S
Clayton Fejedelem,Dolphins,"$3,250,000","$3,250,000",2020,S
Jarrod Wilson,Jaguars,"$3,083,333","$2,500,000",2020,S
Juston Burris,Panthers,"$2,988,750","$4,100,000",2020,S
Terrell Edmunds,Steelers,"$2,917,579","$1,452,526",2020,S
Darnell Savage Jr.,Packers,"$2,844,929","$1,063,986",2020,S
Johnathan Abram,Raiders,"$2,612,544","$1,017,509",2020,S
Karl Joseph,Browns,"$2,437,500","$2,737,500",2020,S
Rodney McLeod,Eagles,"$2,350,000","$4,050,000",2020,S
John Johnson,Rams,"$2,322,438","$2,133,000",2020,S
Rayshawn Jenkins,Chargers,"$2,298,553","$2,133,000",2020,S
Andrew Sendejo,Browns,"$2,234,375","$2,250,000",2020,S
Adrian Phillips,Patriots,"$2,218,750","$3,250,000",2020,S
Damontae Kazee,Falcons,"$2,205,233","$2,133,000",2020,S
Xavier Woods,Cowboys,"$2,172,905","$2,133,000",2020,S
Brandon Wilson,Bengals,"$2,133,000","$2,133,000",2020,S
Marcus Maye,Jets,"$2,085,368","$1,358,730",2020,S
Nate Ebner,Giants,"$2,000,000","$2,000,000",2020,S
Marcus Williams,Saints,"$1,985,585","$1,315,965",2020,S
Terrence Brooks,Patriots,"$1,985,000","$1,610,000",2020,S
Minkah Fitzpatrick,Steelers,"$1,975,252","$1,975,252",2020,S
Jabrill Peppers,Giants,"$1,875,306","$1,875,306",2020,S
Xavier McKinney,Giants,"$1,525,645","$4,272,580",2020,S
Kyle Dugger,Patriots,"$1,514,891","$4,229,564",2020,S
Cody Davis,Patriots,"$1,500,000","$1,500,000",2020,S
Deshazor Everett,Commanders,"$1,456,875","$1,285,000",2020,S
Marquise Blair,Seahawks,"$1,417,420","$778,484",2020,S
Grant Delpit,Browns,"$1,357,284","$3,599,136",2020,S
Jessie Bates III,Bengals,"$1,349,405","$929,802",2020,S
"Antoine Winfield, Jr.",Buccaneers,"$1,328,578","$3,484,312",2020,S
Matthias Farley,Jets,"$1,218,750","$1,290,000",2020,S
Darian Thompson,Cowboys,"$1,193,750","$1,300,000",2020,S
Anthony Levine,Ravens,"$1,187,500","$1,812,500",2020,S
Lonnie Johnson Jr.,Texans,"$1,185,035","$732,007",2020,S
Justin Reid,Texans,"$1,109,871","$849,957",2020,S
Nasir Adderley,Chargers,"$1,075,480","$710,096",2020,S
Taylor Rapp,Rams,"$1,062,203","$707,441",2020,S
Tashaun Gipson,Bears,"$1,050,000","$1,050,000",2020,S
Juan Thornhill,Chiefs,"$1,048,924","$704,785",2020,S
Miles Killebrew,Lions,"$1,047,500","$2,000,000",2020,S
Deon Bush,Bears,"$1,047,500","$1,400,000",2020,S
Dean Marlowe,Bills,"$1,040,625","$1,150,000",2020,S
Delano Hill,Seahawks,"$1,006,869","$825,000",2020,S
Tracy Walker,Lions,"$970,497","$750,000",2020,S
Jeremy Chinn,Panthers,"$952,995","$1,981,980",2020,S
Tarvarius Moore,49ers,"$946,093","$750,000",2020,S
Will Harris,Lions,"$943,061","$675,000",2020,S
M.J. Stewart,Browns,"$942,102","$942,102",2020,S
Troy Apke,Commanders,"$925,909","$750,000",2020,S
Armani Watts,Chiefs,"$917,558","$759,500",2020,S
Jordan Whitehead,Buccaneers,"$916,814","$750,000",2020,S
Chris Banjo,Cardinals,"$887,500","$1,187,500",2020,S
Michael Thomas,Texans,"$887,500","$1,047,500",2020,S
Kavon Frazier,Dolphins,"$887,500","$1,047,500",2020,S
Sherrick McManis,Bears,"$887,500","$1,187,500",2020,S
Brandon Jones,Dolphins,"$886,018","$1,714,072",2020,S
Mike Edwards,Buccaneers,"$880,545","$675,000",2020,S
Julian Love,Giants,"$867,715","$675,000",2020,S
Khari Willis,Colts,"$867,009","$675,000",2020,S
Amani Hooker,Titans,"$859,072","$675,000",2020,S
Sheldrick Redwine,Browns,"$855,102","$675,000",2020,S
Patrick Chung,Patriots,"$850,000","$3,250,000",2020,S
Andrew Adams,Buccaneers,"$850,000","$1,010,000",2020,S
Ashtyn Davis,Jets,"$844,658","$1,696,868",2020,S
Julian Blackmon,Colts,"$841,609","$1,536,436",2020,S
DeAndre Houston-Carson,Bears,"$840,000","$1,000,000",2020,S
Rudy Ford,Eagles,"$825,000","$825,000",2020,S
Jordan Dangerfield,Steelers,"$825,000","$825,000",2020,S
Sean Davis,Steelers,"$825,000","$825,000",2020,S
Charles Washington,Cardinals,"$825,000","$825,000",2020,S
D.J. Swearinger,Saints,"$800,000","$1,100,000",2020,S
Reggie Robinson,Cowboys,"$792,317","$1,339,268",2020,S
Sharrod Neasman,Falcons,"$790,000","$950,000",2020,S
K'Von Wallace,Eagles,"$786,528","$1,316,112",2020,S
Tanner Muse,Raiders,"$781,014","$1,405,233",2020,S
Jaylinn Hawkins,Falcons,"$776,728","$1,276,912",2020,S
Deionte Thompson,Cardinals,"$762,542","$675,000",2020,S
George Odum,Colts,"$754,334","$750,000",2020,S
Tavon Wilson,Colts,"$750,000","$1,050,000",2020,S
Joshua Kalu,Titans,"$750,000","$750,000",2020,S
Ronnie Harrison,Browns,"$750,000","$750,000",2020,S
Marcell Harris,49ers,"$750,000","$750,000",2020,S
Trey Marshall,Broncos,"$750,000","$750,000",2020,S
Will Redmond,Packers,"$750,000","$750,000",2020,S
J.T. Gray,Saints,"$750,000","$750,000",2020,S
Jaquan Johnson,Bills,"$721,085","$675,000",2020,S
DeShon Elliott,Ravens,"$714,450","$675,000",2020,S
Donovan Wilson,Cowboys,"$706,960","$675,000",2020,S
Terrell Burgess,Rams,"$694,544","$1,318,763",2020,S
Nick Scott,Rams,"$694,332","$675,000",2020,S
C.J. Moore,Lions,"$677,333","$675,000",2020,S
Raven Greene,Packers,"$676,168","$675,000",2020,S
Marcus Allen,Steelers,"$675,000","$675,000",2020,S
Marcus Epps,Eagles,"$675,000","$675,000",2020,S
Brandon Rusnak,Jaguars,"$675,000","$675,000",2020,S
Jordan Richards,Ravens,"$661,765","$802,941",2020,S
Josh Jones,Jaguars,"$660,294","$660,294",2020,S
Jalen Thompson,Cardinals,"$657,789","$572,059",2020,S
Alohi Gilman,Chargers,"$656,969","$797,876",2020,S
Adrian Colbert,Giants,"$639,706","$639,706",2020,S
Kamren Curl,Commanders,"$638,332","$723,328",2020,S
Vernon Scott,Packers,"$630,922","$693,688",2020,S
Andrew Wingard,Jaguars,"$617,842","$616,176",2020,S
Jahleel Addae,Chargers,"$617,647","$749,412",2020,S
Daniel Thomas,Jaguars,"$615,161","$852,998",2020,S
Sam Franklin,Panthers,"$615,000","$625,000",2020,S
Myles Hartsfield,Panthers,"$611,666","$615,000",2020,S
Demetrius Flannigan-Fowles,49ers,"$610,000","$610,000",2020,S
Jordan Fuller,Rams,"$603,266","$731,297",2020,S
Josh Metellus,Vikings,"$574,118","$574,118",2020,S
Dallin Leavitt,Raiders,"$555,882","$555,882",2020,S
P.J. Locke,Broncos,"$538,235","$538,235",2020,S
Jovante Moffatt,Browns,"$502,353","$502,353",2020,S
Damarious Randall,Seahawks,"$485,294","$588,824",2020,S
Juju Hughes,Rams,"$430,588","$430,588",2020,S
Myles Dorn,Vikings,"$405,000","$415,000",2020,S
Jeremy Reaves,Commanders,"$397,059","$397,059",2020,S
Kenny Robinson,Panthers,"$394,706","$394,706",2020,S
George Iloka,Vikings,"$379,411","$479,412",2020,S
Steven Parker,Cowboys,"$377,942","$377,942",2020,S
Will Parks,Broncos,"$325,368","$325,368",2020,S
Doug Middleton,Jaguars,"$291,176","$291,176",2020,S
Tedric Thompson,Browns,"$242,647","$242,647",2020,S
Ibraheim Campbell,Colts,"$215,059","$215,059",2020,S
Kai Nacua,49ers,"$198,529","$198,529",2020,S
Josh Thomas,Bills,"$197,764","$197,764",2020,S
Jared Mayden,49ers,"$197,764","$197,764",2020,S
Montrel Meander,Browns,"$180,212","$180,212",2020,S
Grayland Arnold,Eagles,"$179,412","$179,412",2020,S
Antoine Brooks,Steelers,"$179,412","$179,412",2020,S
J.R. Reed,Rams,"$179,412","$179,412",2020,S
Natrell Jamerson,Panthers,"$176,471","$176,471",2020,S
Elijah Benton,Browns,"$170,282","$170,282",2020,S
J.T. Hassell,Jets,"$158,824","$158,824",2020,S
T.J. Green,Falcons,"$157,729","$157,729",2020,S
Luther Kirk,Vikings,"$145,082","$145,082",2020,S
Jonathan Owens,Texans,"$143,529","$143,529",2020,S
Henry Black,Packers,"$143,529","$143,529",2020,S
Elijah Campbell,Jets,"$143,529","$143,529",2020,S
Nigel Warrior,Ravens,"$142,800","$142,800",2020,S
Jalen Elliott,Lions,"$142,800","$142,800",2020,S
Javon Hagan,Buccaneers,"$142,800","$142,800",2020,S
Rodney Clemons,Chiefs,"$142,800","$142,800",2020,S
Brian Cole II,Dolphins,"$142,800","$142,800",2020,S
Rashaan Gaulden,Raiders,"$138,636","$138,636",2020,S
John Battle,Steelers,"$134,400","$134,400",2020,S
Marqui Christian,Bears,"$132,000","$132,000",2020,S
Tyrique McGhee,Rams,"$126,000","$126,000",2020,S
Saquan Hampton,Jets,"$121,765","$121,765",2020,S
Blake Countess,Eagles,"$109,058","$109,058",2020,S
Elijah Riley,Eagles,"$107,647","$107,647",2020,S
Jake Gervase,Rams,"$106,906","$106,906",2020,S
Chris Cooper,Broncos,"$100,800","$100,800",2020,S
Quenton Meeks,Jaguars,"$79,412","$79,412",2020,S
Akeem King,Dolphins,"$60,000","$60,000",2020,S
Jaylen Watkins,Chargers,"$53,529","$53,529",2020,S
Sean Chandler,Panthers,"$50,400","$50,400",2020,S
Chris Edwards,49ers,"$42,000","$42,000",2020,S
Curtis Riley,Vikings,"$36,000","$36,000",2020,S
Briean Boddy-Calhoun,49ers,"$36,000","$36,000",2020,S
Geno Stone,Texans,"$35,882","$35,882",2020,S
Bobby Price,Lions,"$35,882","$35,882",2020,S
Nate Holley,Dolphins,"$35,882","$35,882",2020,S
Chris Miller,Cardinals,"$16,800","$16,800",2020,S
Jayron Kearse,Ravens,"$12,000","$12,000",2020,S
Trayvon Henderson,Bengals,"$8,400","$8,400",2020,S
Rolan Milligan,Colts,$0,"$150,000",2020,S
Jordan Lucas,Bears,$0,"$240,000",2020,S
Josh Norman,Commanders,"$16,937,500","$14,000,000",2018,CB
A.J. Bouye,Jaguars,"$15,500,000","$13,406,250",2018,CB
Patrick Peterson,Cardinals,"$14,956,966","$11,250,000",2018,CB
Xavier Rhodes,Vikings,"$13,400,000","$11,000,000",2018,CB
Jimmy Smith,Ravens,"$13,233,040","$6,882,353",2018,CB
Desmond Trufant,Falcons,"$12,900,000","$15,500,000",2018,CB
Joe Haden,Steelers,"$11,916,666","$10,000,000",2018,CB
Aqib Talib,Rams,"$11,000,000","$11,000,000",2018,CB
Logan Ryan,Titans,"$10,666,666","$10,000,000",2018,CB
Chris Harris Jr.,Broncos,"$10,366,666","$8,000,000",2018,CB
Janoris Jenkins,Giants,"$10,000,000","$11,000,000",2018,CB
Trumaine Johnson,Jets,"$10,000,000","$26,000,000",2018,CB
Robert Alford,Falcons,"$9,600,000","$9,000,000",2018,CB
Dre Kirkpatrick,Bengals,"$9,568,750","$8,153,125",2018,CB
Kareem Jackson,Texans,"$9,000,000","$6,750,000",2018,CB
Stephon Gilmore,Patriots,"$8,887,500","$9,000,000",2018,CB
Darqueze Dennard,Bengals,"$8,526,000","$8,526,000",2018,CB
Jason Verrett,Chargers,"$8,526,000","$8,526,000",2018,CB
Jimmie Ward,49ers,"$8,526,000","$8,526,000",2018,CB
Bradley Roby,Broncos,"$8,526,000","$8,526,000",2018,CB
Buster Skrine,Jets,"$8,500,000","$6,000,000",2018,CB
Brent Grimes,Buccaneers,"$8,000,000","$7,000,000",2018,CB
Aaron Colvin,Texans,"$7,750,000","$10,656,250",2018,CB
Prince Amukamara,Bears,"$7,500,000","$9,500,000",2018,CB
Brandon Carr,Ravens,"$7,000,000","$6,000,000",2018,CB
Morris Claiborne,Jets,"$6,990,625","$6,990,625",2018,CB
Casey Hayward,Chargers,"$6,833,334","$12,000,000",2018,CB
Richard Sherman,49ers,"$6,750,000","$8,800,000",2018,CB
Kyle Fuller,Bears,"$6,500,000","$20,000,000",2018,CB
Jalen Ramsey,Jaguars,"$6,368,454","$2,572,818",2018,CB
Darius Slay,Lions,"$6,126,269","$3,226,269",2018,CB
Malcolm Butler,Titans,"$6,000,000","$14,000,000",2018,CB
Johnathan Joseph,Texans,"$5,500,000","$5,300,000",2018,CB
Rashaan Melvin,Raiders,"$5,312,500","$5,500,000",2018,CB
Denzel Ward,Browns,"$5,302,792","$19,771,169",2018,CB
T.J. Carrie,Browns,"$5,300,000","$8,000,000",2018,CB
Nickell Robey-Coleman,Rams,"$5,109,375","$5,125,000",2018,CB
Trae Waynes,Vikings,"$4,118,661","$2,200,140",2018,CB
Captain Munnerlyn,Panthers,"$3,937,500","$2,500,000",2018,CB
D.J. Hayden,Jaguars,"$3,916,666","$7,250,000",2018,CB
Nevin Lawson,Lions,"$3,900,000","$5,575,000",2018,CB
Vernon Hargreaves,Buccaneers,"$3,866,633","$1,738,878",2018,CB
E.J. Gaines,Browns,"$3,865,625","$3,531,250",2018,CB
Tramon Williams,Packers,"$3,600,000","$5,250,000",2018,CB
Marshon Lattimore,Saints,"$3,490,849","$1,163,170",2018,CB
Jason McCourty,Patriots,"$3,375,000","$2,375,000",2018,CB
Kevin Johnson,Texans,"$3,197,539","$1,805,373",2018,CB
Tramaine Brock,Broncos,"$3,000,000","$3,000,000",2018,CB
Johnson Bademosi,Texans,"$3,000,000","$3,500,000",2018,CB
Justin Coleman,Seahawks,"$2,914,000","$2,914,000",2018,CB
Byron Jones,Cowboys,"$2,736,980","$1,607,991",2018,CB
Marlon Humphrey,Ravens,"$2,692,609","$1,003,522",2018,CB
Terrance Mitchell,Browns,"$2,666,666","$3,800,000",2018,CB
William Jackson III,Bengals,"$2,646,993","$1,332,331",2018,CB
Artie Burns,Steelers,"$2,615,723","$1,321,908",2018,CB
Ross Cockrell,Panthers,"$2,600,000","$3,400,000",2018,CB
Adoree' Jackson,Titans,"$2,564,321","$977,864",2018,CB
Vontae Davis,Bills,"$2,389,706","$5,000,000",2018,CB
Gareon Conley,Raiders,"$2,379,014","$940,803",2018,CB
Tre'Davious White,Bills,"$2,293,489","$923,698",2018,CB
K'Waun Williams,49ers,"$2,268,750","$1,518,750",2018,CB
Patrick Robinson,Saints,"$2,250,000","$6,000,000",2018,CB
Jaire Alexander,Packers,"$2,191,042","$7,324,168",2018,CB
Neiko Thorpe,Seahawks,"$2,150,000","$1,850,000",2018,CB
Steven Nelson,Chiefs,"$2,052,487","$1,907,000",2018,CB
Bryce Callahan,Bears,"$1,907,000","$1,907,000",2018,CB
Kayvon Webster,Texans,"$1,859,375","$1,078,125",2018,CB
Mike Hughes,Vikings,"$1,794,088","$5,736,352",2018,CB
Pierre Desir,Colts,"$1,750,000","$2,250,000",2018,CB
Justin Bethel,Falcons,"$1,750,000","$1,750,000",2018,CB
Quinton Dunbar,Commanders,"$1,750,000","$3,750,000",2018,CB
Marcus Peters,Rams,"$1,741,932","$1,741,932",2018,CB
Xavien Howard,Dolphins,"$1,671,283","$1,007,094",2018,CB
Coty Sensabaugh,Steelers,"$1,612,500","$1,400,000",2018,CB
Kevin King,Packers,"$1,609,284","$786,857",2018,CB
Sherrick McManis,Bears,"$1,481,250","$1,793,750",2018,CB
Marcus Sherels,Vikings,"$1,400,000","$1,400,000",2018,CB
Sidney Jones,Eagles,"$1,395,470","$744,094",2018,CB
Quincy Wilson,Colts,"$1,310,514","$727,103",2018,CB
Orlando Scandrick,Chiefs,"$1,258,750","$1,415,000",2018,CB
Mackensie Alexander,Vikings,"$1,177,174","$842,392",2018,CB
Josh Jackson,Packers,"$1,137,473","$3,109,892",2018,CB
Eric Rowe,Patriots,"$1,100,436","$1,100,436",2018,CB
Teez Tabor,Lions,"$1,096,131","$684,226",2018,CB
James Bradberry,Panthers,"$1,080,228","$810,076",2018,CB
Eli Apple,Saints,"$1,074,991","$1,074,991",2018,CB
Ronald Darby,Eagles,"$1,058,139","$1,058,139",2018,CB
Sam Shields,Rams,"$1,004,998","$1,004,998",2018,CB
Chidobe Awuzie,Cowboys,"$973,541","$659,708",2018,CB
M.J. Stewart,Buccaneers,"$924,203","$2,256,812",2018,CB
P.J. Williams,Saints,"$906,478","$730,000",2018,CB
Ahkello Witherspoon,49ers,"$881,718","$638,325",2018,CB
Donte Jackson,Panthers,"$875,005","$2,060,020",2018,CB
Isaiah Oliver,Falcons,"$843,027","$1,932,108",2018,CB
Brandon Williams,Cardinals,"$824,174","$656,000",2018,CB
Carlton Davis,Buccaneers,"$798,748","$1,754,992",2018,CB
Fabian Moreau,Commanders,"$794,348","$588,000",2018,CB
Tavon Young,Ravens,"$781,282","$630,000",2018,CB
Ryan Smith,Buccaneers,"$778,040","$630,000",2018,CB
Shaquill Griffin,Seahawks,"$777,655","$588,000",2018,CB
Cameron Sutton,Steelers,"$771,432","$587,400",2018,CB
Jourdan Lewis,Cowboys,"$768,357","$580,000",2018,CB
Cordrea Tankersley,Dolphins,"$759,572","$583,000",2018,CB
Rasul Douglas,Eagles,"$756,572","$580,000",2018,CB
Davon House,Packers,"$720,000","$1,005,000",2018,CB
Blidi Wreh-Wilson,Falcons,"$720,000","$880,000",2018,CB
Leon Hall,Raiders,"$720,000","$1,105,000",2018,CB
Dexter McDonald,Raiders,"$719,213","$705,000",2018,CB
Troy Hill,Rams,"$705,000","$705,000",2018,CB
Darryl Roberts,Jets,"$705,000","$705,000",2018,CB
Tyler Patmon,Jaguars,"$705,000","$705,000",2018,CB
DeShawn Shead,Lions,"$697,059","$697,059",2018,CB
LeShaun Sims,Titans,"$689,546","$630,000",2018,CB
Isaac Yiadom,Broncos,"$670,379","$1,241,516",2018,CB
Anthony Brown,Cowboys,"$663,737","$630,000",2018,CB
Maurice Canady,Ravens,"$655,089","$630,000",2018,CB
B.W. Webb,Giants,"$655,000","$815,000",2018,CB
Nick Nelson,Raiders,"$654,669","$1,178,676",2018,CB
Kendall Fuller,Chiefs,"$647,500","$647,500",2018,CB
Anthony Averett,Ravens,"$645,250","$1,141,000",2018,CB
Avonte Maddox,Eagles,"$636,478","$1,105,912",2018,CB
Jonathan Jones,Patriots,"$633,334","$630,000",2018,CB
Ken Crawley,Saints,"$631,668","$630,000",2018,CB
Brian Poole,Falcons,"$631,168","$630,000",2018,CB
Antonio Hamilton,Giants,"$630,000","$630,000",2018,CB
Stanley Jean-Baptiste,Ravens,"$630,000","$630,000",2018,CB
Lafayette Pitts,Bills,"$630,000","$630,000",2018,CB
Trevor Williams,Chargers,"$630,000","$630,000",2018,CB
Chris Milton,Colts,"$630,000","$630,000",2018,CB
Dominique Rodgers-Cromartie,Raiders,"$630,000","$1,015,000",2018,CB
Kevon Seymour,Panthers,"$630,000","$630,000",2018,CB
Sam Beal,Giants,"$625,235","$1,411,940",2018,CB
Desmond King,Chargers,"$625,000","$555,000",2018,CB
Nate Hairston,Colts,"$621,950","$555,000",2018,CB
Taron Johnson,Bills,"$620,870","$1,105,421",2018,CB
Bashaud Breeland,Packers,"$608,823","$740,588",2018,CB
Jalen Mills,Eagles,"$593,449","$574,235",2018,CB
Shareece Wright,Texans,"$592,941","$861,176",2018,CB
Derrick Jones,Jets,"$591,265","$555,000",2018,CB
Cyrus Jones,Ravens,"$574,762","$574,762",2018,CB
Torry McTyer,Dolphins,"$557,500","$555,000",2018,CB
Tony McRae,Bengals,"$555,000","$555,000",2018,CB
Akeem King,Seahawks,"$555,000","$555,000",2018,CB
Mike Hilton,Steelers,"$555,000","$555,000",2018,CB
Michael Davis,Chargers,"$555,000","$555,000",2018,CB
Kenny Moore,Colts,"$555,000","$555,000",2018,CB
Tre Flowers,Seahawks,"$554,681","$778,724",2018,CB
Dane Cruikshank,Titans,"$551,973","$767,892",2018,CB
Siran Neal,Bills,"$551,505","$766,020",2018,CB
Corn Elder,Panthers,"$549,477","$480,000",2018,CB
Darius Phillips,Bengals,"$534,389","$697,556",2018,CB
Howard Wilson,Browns,"$528,786","$378,000",2018,CB
Jamal Agnew,Lions,"$526,249","$461,295",2018,CB
Parry Nickerson,Jets,"$524,370","$657,480",2018,CB
Adonis Alexander,Commanders,"$519,048","$636,192",2018,CB
Tremon Smith,Chiefs,"$518,451","$633,804",2018,CB
Cornell Armstrong,Dolphins,"$509,602","$598,408",2018,CB
Greg Stroman,Commanders,"$498,944","$555,776",2018,CB
Keion Crossen,Patriots,"$498,598","$554,392",2018,CB
Davontae Harris,Bengals,"$497,085","$713,517",2018,CB
Kevin Toliver II,Bears,"$485,000","$495,000",2018,CB
Holton Hill,Vikings,"$485,000","$495,000",2018,CB
J.C. Jackson,Patriots,"$483,333","$490,000",2018,CB
Brandon Facyson,Chargers,"$483,333","$490,000",2018,CB
Rashard Robinson,Jets,"$481,765","$481,765",2018,CB
Tre Herndon,Jaguars,"$481,666","$485,000",2018,CB
A.J. Moore,Texans,"$480,000","$480,000",2018,CB
Tavierre Thomas,Browns,"$480,000","$480,000",2018,CB
Kamrin Moore,Giants,"$480,000","$480,000",2018,CB
Charvarius Ward,Chiefs,"$480,000","$480,000",2018,CB
Danny Johnson,Commanders,"$469,568","$476,235",2018,CB
Daryl Worley,Raiders,"$453,883","$453,883",2018,CB
Marcus Johnson,Colts,"$440,470","$440,470",2018,CB
Dominique Hatfield,Rams,"$425,824","$425,824",2018,CB
Brian Allen,Steelers,"$424,412","$424,412",2018,CB
Ryan Lewis,Bills,"$423,529","$423,529",2018,CB
KeiVarae Russell,Bengals,"$407,647","$407,647",2018,CB
Tony Brown,Packers,"$395,294","$395,294",2018,CB
Tye Smith,Titans,"$393,000","$393,000",2018,CB
Jermaine Kelly,Texans,"$388,194","$463,776",2018,CB
Kevin Peterson,Rams,"$378,000","$378,000",2018,CB
Jaylen Hill,Ravens,"$378,000","$378,000",2018,CB
De'Vante Harris,Buccaneers,"$370,588","$370,588",2018,CB
Tony Lippett,Giants,"$370,588","$370,588",2018,CB
Trey Johnson,Steelers,"$365,500","$487,500",2018,CB
Rashard Fant,Bears,"$363,333","$364,000",2018,CB
Tevin Mitchel,Raiders,"$363,000","$363,000",2018,CB
Elie Bouka,Eagles,"$363,000","$363,000",2018,CB
Step Durham,Chiefs,"$363,000","$363,000",2018,CB
Darious Williams,Rams,"$338,824","$338,824",2018,CB
Javien Elliott,Buccaneers,"$333,529","$333,529",2018,CB
C.J. Goodwin,Cowboys,"$333,176","$333,176",2018,CB
Marcus Cooper,Lions,"$314,706","$314,706",2018,CB
Grant Haley,Giants,"$310,588","$310,588",2018,CB
Kalan Reed,Seahawks,"$296,471","$296,471",2018,CB
Cre'Von LeBlanc,Eagles,"$296,471","$296,471",2018,CB
Phillip Gaines,Browns,"$296,471","$371,765",2018,CB
Juston Burris,Browns,"$296,471","$296,471",2018,CB
David Amerson,Cardinals,"$278,824","$278,824",2018,CB
Greg Mabin,49ers,"$261,176","$261,176",2018,CB
Jeff Richards,Chargers,"$254,118","$254,118",2018,CB
Deante Burton,Texans,"$254,118","$254,118",2018,CB
De'Vante Bausby,Eagles,"$228,529","$228,529",2018,CB
Levi Wallace,Bills,"$225,882","$225,882",2018,CB
Lorenzo Doss,Panthers,"$207,353","$207,353",2018,CB
Emmanuel Moseley,49ers,"$199,059","$199,059",2018,CB
Mike Ford,Lions,"$197,647","$197,647",2018,CB
Brendan Langley,Broncos,"$195,882","$195,882",2018,CB
Jamar Taylor,Broncos,"$185,882","$185,882",2018,CB
Bene Benwikere,Raiders,"$185,882","$185,882",2018,CB
Jeremy Clark,Jets,"$163,235","$163,235",2018,CB
Denzel Rice,Bills,"$148,235","$148,235",2018,CB
Craig James,Vikings,"$141,176","$141,176",2018,CB
David Rivers,Buccaneers,"$141,176","$141,176",2018,CB
Jamal Perry,Patriots,"$129,200","$129,200",2018,CB
Cole Luke,Panthers,"$129,200","$129,200",2018,CB
Michael Joseph,Bears,"$129,200","$129,200",2018,CB
Donovan Olumba,Cowboys,"$129,200","$129,200",2018,CB
D'Montre Wade,Chiefs,"$129,200","$129,200",2018,CB
Jalen Davis,Dolphins,"$112,941","$112,941",2018,CB
Marcus Williams,Bears,"$111,176","$139,412",2018,CB
Robertson Daniel,Ravens,"$106,400","$106,400",2018,CB
Lenzy Pipkins,Browns,"$105,294","$105,294",2018,CB
Ronald Zamort,Giants,"$83,600","$83,600",2018,CB
Christian Campbell,Saints,"$83,600","$83,600",2018,CB
Craig Mager,Broncos,"$82,941","$82,941",2018,CB
Joshua Holsey,Commanders,"$77,117","$77,117",2018,CB
Taveze Calhoun,Falcons,"$68,400","$68,400",2018,CB
Robert Jackson,Browns,"$68,400","$68,400",2018,CB
Jeremy Boykins,Seahawks,"$68,400","$68,400",2018,CB
Rico Gafford,Raiders,"$66,771","$77,071",2018,CB
Harlan Miller,Commanders,"$65,294","$65,294",2018,CB
Breon Borders,Jaguars,"$65,294","$65,294",2018,CB
Xavier Coleman,Bills,"$60,800","$60,800",2018,CB
Tarvarus McFadden,49ers,"$60,800","$60,800",2018,CB
Kenneth Durden,Titans,"$56,471","$56,471",2018,CB
Chris Jones,Cardinals,"$56,471","$56,471",2018,CB
Dee Virgin,Lions,"$56,471","$56,471",2018,CB
Dee Delaney,Jaguars,"$53,200","$53,200",2018,CB
Michael Jordan,Titans,"$53,200","$53,200",2018,CB
Linden Stephens,Broncos,"$45,600","$45,600",2018,CB
Jeremiah McKinnon,Eagles,"$45,600","$45,600",2018,CB
John Franklin III,Bears,"$38,000","$38,000",2018,CB
Treston Decoud,Cowboys,"$38,000","$38,000",2018,CB
Arthur Maulet,Saints,"$38,000","$38,000",2018,CB
Bennett Jackson,Ravens,"$38,000","$38,000",2018,CB
Jalen Myrick,Vikings,"$38,000","$38,000",2018,CB
Josh Thornton,Panthers,"$38,000","$38,000",2018,CB
Chris Lammons,Dolphins,"$38,000","$38,000",2018,CB
Josh Hawkins,Eagles,"$37,059","$37,059",2018,CB
Dee Delaney,Dolphins,"$30,000","$30,000",2018,CB
Alex Carter,Commanders,"$28,235","$28,235",2018,CB
Horace Richardson,Broncos,"$28,235","$28,235",2018,CB
Andre Chachere,Lions,"$28,235","$28,235",2018,CB
Ashton Lampkin,Browns,"$22,800","$22,800",2018,CB
Donte Deayon,Rams,"$22,800","$22,800",2018,CB
Josh Thornton,Bills,"$22,800","$22,800",2018,CB
Simeon Thomas,Seahawks,"$22,800","$22,800",2018,CB
Jonathan Moxey,Cardinals,"$15,200","$15,200",2018,CB
D.J. Killings,Packers,"$15,200","$15,200",2018,CB
Arrion Springs,Chargers,"$15,200","$15,200",2018,CB
Chandon Sullivan,Eagles,"$10,000","$10,000",2018,CB
Michael Hunter,Texans,"$7,600","$7,600",2018,CB
Makinton Dorleant,Raiders,"$7,600","$7,600",2018,CB
Donte Deayon,Rams,$0,$0,2018,CB
Arthur Maulet,Saints,$0,$0,2018,CB
Josh Robinson,Saints,$0,$0,2018,CB
Cody Brown,Jaguars,$0,$0,2018,CB
Darius Slay,Lions,"$15,934,375","$13,018,750",2019,CB
Jimmy Smith,Ravens,"$15,850,685","$9,500,000",2019,CB
A.J. Bouye,Jaguars,"$15,437,500","$13,437,500",2019,CB
Kyle Fuller,Bears,"$15,000,000","$9,000,000",2019,CB
Josh Norman,Commanders,"$14,300,000","$11,300,000",2019,CB
